avocado_id,temperature,humidity,pressure,gas_resistance,co2,day,ripeness_label,time_hours,box_type
15,30.0,79.6,1009.2,213.5,4090,13,6,348,1
18,29.6,80.7,1009.1,241.3,4386,13,6,348,1
19,30.3,79.2,1009.2,208.1,3998,13,6,348,1
20,29.8,79.9,1009.0,221.6,4067,13,6,348,1
13,28.6,85.0,1009.7,237.4,4102,13,6,354,1
14,27.9,86.6,1009.5,261.5,4445,13,6,354,1
15,28.5,85.3,1009.8,240.6,4180,13,6,354,1
18,27.8,86.9,1009.7,269.4,4492,13,6,354,1
19,28.6,85.2,1009.8,234.8,4063,13,6,354,1
20,28.3,85.7,1009.6,247.9,4236,13,6,354,1
21,31.1,72.5,1004.2,357.5,4660,2,0,48,1
21,31.0,75.6,1003.5,339.0,4190,2,0,48,1
24,29.2,74.9,1009.2,385.5,3831,2,0,48,1
24,28.7,71.1,1005.3,352.4,3343,2,0,48,1
27,30.3,75.8,1006.9,381.7,4830,2,0,48,1
27,30.6,74.8,1006.3,343.2,4087,2,0,48,1
30,29.3,72.2,1005.8,478.2,4200,2,0,48,1
30,27.6,76.5,1004.5,315.4,4297,2,0,48,1
33,30.6,80.6,1006.9,324.9,4501,2,0,48,1
36,29.3,78.2,1005.3,294.8,4937,2,0,48,1
36,28.8,83.8,1006.9,242.8,3645,2,0,48,1
39,27.0,79.8,1004.0,333.9,4226,2,0,48,1
39,27.9,73.8,1006.2,236.9,4172,2,0,48,1
42,28.3,80.7,1009.4,365.7,4150,2,0,48,1
45,28.5,79.3,1008.2,442.8,3649,2,0,48,1
45,28.0,74.3,1007.7,382.6,4416,2,0,48,1
48,29.3,73.9,1006.8,347.3,4229,2,0,48,1
48,28.4,71.5,1007.4,358.0,4393,2,0,48,1
22,30.2,77.2,1007.1,357.0,4318,2,0,54,1
22,28.1,73.4,1005.5,384.7,4179,2,0,54,1
25,28.8,80.5,1005.2,344.5,3704,2,0,54,1
25,28.8,72.5,1003.9,239.8,4325,2,0,54,1
28,27.8,80.2,1009.7,350.7,4426,2,0,54,1
28,31.4,81.7,1006.8,344.8,4191,2,0,54,1
31,31.4,72.6,1006.4,376.7,4063,2,0,54,1
31,29.0,75.2,1007.5,381.0,4573,2,0,54,1
34,27.8,74.3,1005.8,409.5,4214,2,0,54,1
37,29.2,71.7,1006.3,452.3,3917,2,0,54,1
37,30.2,71.9,1005.2,389.9,4145,2,0,54,1
40,30.6,80.7,1008.2,385.2,4166,2,0,54,1
40,27.4,76.2,1003.7,345.6,4757,2,0,54,1
43,29.1,76.1,1005.2,326.0,5022,2,0,54,1
46,28.8,72.5,1007.8,398.4,3712,2,0,54,1
46,27.7,73.1,1009.8,435.9,4876,2,0,54,1
49,31.0,77.0,1005.1,364.7,4207,2,0,54,1
49,28.1,70.8,1004.8,471.4,3981,2,0,54,1
23,29.9,78.7,1005.6,448.3,4485,2,0,60,1
23,28.2,73.7,1003.7,299.3,3910,2,0,60,1
26,30.0,68.6,1004.2,453.0,3747,2,0,60,1
26,28.1,68.9,1006.1,392.1,4153,2,0,60,1
29,29.9,70.5,1006.8,344.3,3608,2,0,60,1
29,30.8,70.9,1008.0,263.4,3902,2,0,60,1
32,29.5,72.9,1007.6,210.6,5094,2,0,60,1
32,28.5,78.3,1008.2,355.8,4297,2,0,60,1
35,29.5,80.0,1006.2,263.8,3942,2,0,60,1
38,29.1,83.0,1007.8,396.1,3766,2,0,60,1
38,27.4,79.3,1005.9,176.6,4239,2,0,60,1
41,27.3,83.6,1008.6,390.5,5094,2,0,60,1
41,26.9,72.1,1007.4,344.9,4340,2,0,60,1
44,28.4,81.9,1009.4,302.9,3441,2,0,60,1
47,29.6,75.2,1009.4,491.4,3893,2,0,60,1
47,28.7,75.7,1009.8,410.6,4587,2,0,60,1
50,27.1,76.4,1007.4,431.6,4597,2,0,60,1
50,31.1,78.5,1005.5,284.2,4282,2,0,60,1
21,30.7,70.2,1006.9,269.7,4567,2,0,66,1
21,28.2,81.0,1004.4,369.8,5084,2,0,66,1
24,29.0,74.7,1009.1,397.5,4223,2,0,66,1
24,29.1,74.2,1005.5,378.2,3647,2,0,66,1
27,29.8,78.6,1005.2,481.2,4887,2,0,66,1
27,29.4,83.9,1007.1,433.5,3048,2,0,66,1
30,30.5,76.1,1005.7,338.6,3851,2,0,66,1
30,30.5,66.3,1007.7,271.7,4163,2,0,66,1
33,30.2,83.7,1005.3,394.6,5094,2,0,66,1
33,29.5,76.5,1007.5,377.4,4546,2,0,66,1
36,27.4,82.0,1006.2,367.9,4166,2,0,66,1
39,29.5,74.7,1006.9,418.0,4393,2,0,66,1
39,27.4,82.1,1005.8,265.3,4558,2,0,66,1
42,29.5,75.6,1006.9,343.2,5094,2,0,66,1
42,30.4,73.4,1004.5,348.6,4782,2,0,66,1
45,29.5,73.2,1007.0,221.1,3882,2,0,66,1
48,29.1,73.1,1009.8,291.4,4281,2,0,66,1
48,28.2,75.1,1008.7,345.2,4556,2,0,66,1
22,30.1,77.0,1008.4,383.4,3147,3,0,72,1
22,29.5,76.2,1005.0,372.1,4397,3,0,72,1
25,31.2,76.3,1003.5,342.0,4663,3,0,72,1
25,29.9,79.9,1006.4,351.5,3816,3,0,72,1
28,27.2,74.1,1008.2,324.5,4157,3,0,72,1
28,28.6,71.5,1006.3,416.7,4028,3,0,72,1
31,30.2,73.7,1006.6,393.5,4651,3,0,72,1
31,28.7,77.1,1003.5,298.2,4119,3,0,72,1
34,28.9,69.1,1004.4,367.5,4458,3,0,72,1
34,28.4,75.0,1004.2,282.0,4076,3,0,72,1
37,30.5,78.3,1005.9,384.7,3985,3,0,72,1
40,28.9,76.3,1007.5,372.4,4086,3,0,72,1
40,27.2,78.2,1007.6,389.0,3757,3,0,72,1
43,31.8,69.7,1006.0,351.4,4885,3,0,72,1
43,29.5,69.6,1008.3,305.0,4348,3,0,72,1
46,30.8,68.7,1007.5,315.9,4771,3,0,72,1
49,27.5,67.9,1003.5,321.2,4720,3,0,72,1
49,28.4,74.1,1005.9,491.4,4378,3,0,72,1
23,29.1,75.1,1005.2,355.5,4551,3,0,78,1
23,28.6,71.6,1005.2,292.8,3392,3,0,78,1
26,28.1,76.3,1006.3,340.0,4580,3,0,78,1
26,28.4,74.2,1006.4,306.9,4419,3,0,78,1
29,29.8,75.3,1005.4,344.2,3683,3,0,78,1
29,30.3,69.3,1006.6,253.5,3915,3,0,78,1
32,29.3,76.5,1007.0,372.0,4515,3,0,78,1
32,29.5,70.7,1007.0,261.1,4032,3,0,78,1
35,29.9,79.1,1005.3,317.5,4936,3,0,78,1
35,26.9,82.5,1009.0,338.5,3931,3,0,78,1
38,26.9,82.8,1008.4,318.7,3791,3,0,78,1
41,27.3,79.1,1004.0,383.5,4223,3,0,78,1
41,28.2,77.6,1009.1,396.1,5094,3,0,78,1
44,28.6,67.0,1004.2,367.0,4030,3,0,78,1
44,30.1,78.5,1007.4,352.6,4384,3,0,78,1
47,28.5,79.8,1008.0,384.2,4284,3,0,78,1
50,27.6,76.0,1005.5,363.7,3676,3,0,78,1
50,29.5,74.3,1007.4,265.4,3915,3,0,78,1
21,31.0,69.2,1004.8,339.1,4438,3,0,84,1
21,30.5,72.6,1008.1,321.2,4338,3,0,84,1
24,27.1,70.2,1008.0,462.5,4845,3,0,84,1
24,28.5,69.2,1007.7,491.4,4825,3,0,84,1
27,29.7,73.1,1007.4,404.8,3877,3,0,84,1
27,31.3,77.7,1006.6,432.1,4323,3,0,84,1
30,30.0,71.6,1006.4,345.4,4252,3,0,84,1
30,29.0,75.2,1005.7,480.3,4017,3,0,84,1
33,30.2,74.6,1005.4,337.7,4048,3,0,84,1
33,29.4,78.5,1007.6,457.3,4195,3,0,84,1
36,29.5,73.0,1006.4,413.4,5090,3,0,84,1
36,27.9,79.3,1003.5,346.4,4432,3,0,84,1
39,29.5,69.3,1007.7,360.1,3766,3,0,84,1
42,28.9,77.0,1007.3,322.0,4256,3,0,84,1
42,27.7,73.3,1004.8,418.9,4927,3,0,84,1
45,30.2,74.1,1005.6,251.8,4133,3,0,84,1
45,32.2,81.7,1008.4,301.3,5094,3,0,84,1
48,28.6,68.4,1007.8,377.0,4137,3,0,84,1
22,31.2,80.1,1003.5,321.4,3745,3,0,90,1
22,31.0,77.4,1003.5,423.8,4189,3,0,90,1
25,31.9,70.9,1007.3,220.2,5094,3,0,90,1
25,29.3,76.4,1007.2,383.9,4371,3,0,90,1
28,29.9,80.8,1006.1,418.2,4788,3,0,90,1
28,30.1,79.4,1007.2,353.1,4255,3,0,90,1
31,28.7,73.6,1004.4,447.5,5010,3,0,90,1
31,28.4,64.6,1008.6,383.4,3845,3,0,90,1
34,30.8,74.2,1007.6,466.9,4157,3,0,90,1
34,29.5,74.5,1004.8,338.7,3443,3,0,90,1
37,30.0,75.7,1005.0,353.4,4246,3,0,90,1
37,29.0,72.9,1007.1,419.1,4717,3,0,90,1
40,30.4,83.9,1006.3,402.3,4327,3,0,90,1
43,30.9,69.3,1006.1,293.2,4564,3,0,90,1
43,30.9,71.9,1005.5,216.2,5094,3,0,90,1
46,29.2,76.1,1009.1,387.4,5091,3,0,90,1
46,27.5,71.4,1006.8,487.4,4673,3,0,90,1
49,29.6,75.1,1006.5,491.4,3740,3,0,90,1
21,29.0,70.8,1006.6,187.0,4291,4,1,96,1
21,29.0,73.8,1004.4,271.7,4712,4,1,96,1
23,29.3,77.9,1005.0,377.7,4137,4,0,96,1
23,26.9,76.7,1004.6,425.8,4047,4,0,96,1
26,29.1,69.2,1008.4,430.2,3496,4,0,96,1
26,28.7,81.0,1005.2,368.1,4401,4,0,96,1
26,27.3,78.9,1004.0,365.2,3696,4,1,96,1
26,27.9,73.9,1005.0,357.6,3873,4,1,96,1
29,28.9,74.2,1005.8,463.6,3195,4,0,96,1
29,31.1,72.2,1005.5,311.9,4387,4,0,96,1
31,28.2,72.1,1004.7,369.1,4060,4,1,96,1
31,28.2,77.6,1004.2,318.5,3915,4,1,96,1
32,29.7,76.4,1008.5,377.4,4349,4,0,96,1
32,30.9,78.2,1007.4,247.4,4401,4,0,96,1
35,26.9,78.7,1007.6,259.6,4266,4,0,96,1
35,28.9,76.8,1006.3,254.1,4901,4,0,96,1
36,29.2,82.3,1006.9,316.8,3873,4,1,96,1
36,29.1,88.1,1004.2,244.7,3473,4,1,96,1
38,29.1,82.5,1005.9,255.7,3663,4,0,96,1
38,28.5,78.1,1005.9,329.1,4714,4,0,96,1
41,27.5,73.7,1009.2,420.2,4504,4,0,96,1
41,28.5,79.7,1008.0,372.3,4085,4,1,96,1
44,30.3,75.0,1008.7,383.4,3935,4,0,96,1
44,30.6,74.0,1008.4,412.2,4516,4,0,96,1
46,29.1,70.2,1008.0,347.6,4277,4,1,96,1
47,28.6,70.7,1007.0,372.5,3062,4,0,96,1
47,27.2,73.9,1008.6,387.2,3487,4,0,96,1
50,30.4,76.0,1006.1,463.6,4242,4,0,96,1
22,30.2,88.3,1004.9,211.0,3236,4,1,102,1
22,31.1,77.8,1006.3,235.0,3245,4,1,102,1
27,29.6,81.4,1004.3,383.1,3932,4,1,102,1
27,30.0,78.1,1004.6,403.6,3328,4,1,102,1
32,28.8,79.2,1007.8,383.4,4142,4,1,102,1
32,29.3,72.3,1007.6,344.9,3840,4,1,102,1
37,29.4,72.5,1005.9,309.3,3928,4,1,102,1
37,29.2,73.3,1006.2,379.3,3467,4,1,102,1
42,30.0,72.6,1004.1,246.5,5094,4,1,102,1
47,29.2,74.6,1007.2,355.5,4251,4,1,102,1
23,28.7,80.0,1005.8,194.1,3835,4,1,108,1
23,30.3,70.9,1005.1,232.9,3919,4,1,108,1
28,29.3,78.7,1007.2,471.2,3670,4,1,108,1
28,30.7,82.1,1004.1,383.7,4016,4,1,108,1
33,30.7,82.2,1006.8,314.6,4680,4,1,108,1
33,30.6,81.7,1005.8,399.5,4845,4,1,108,1
38,27.3,85.9,1006.9,306.5,3577,4,1,108,1
38,30.4,77.8,1003.8,311.8,3529,4,1,108,1
43,29.0,76.1,1005.2,284.4,3879,4,1,108,1
48,30.3,76.9,1004.7,298.1,3372,4,1,108,1
24,30.5,81.9,1008.8,341.5,4092,4,1,114,1
24,29.2,82.4,1004.8,359.1,3880,4,1,114,1
29,31.1,78.2,1003.5,269.1,3356,4,1,114,1
29,30.6,79.1,1004.3,272.0,3369,4,1,114,1
34,31.9,83.5,1004.3,331.4,3942,4,1,114,1
34,30.1,78.1,1005.6,295.0,3247,4,1,114,1
39,28.8,72.8,1004.9,316.0,3787,4,1,114,1
44,28.1,73.6,1004.0,335.9,3378,4,1,114,1
49,29.0,80.7,1003.7,434.0,3850,4,1,114,1
21,30.6,74.2,1003.5,252.8,3530,5,2,120,1
21,29.1,79.3,1006.9,267.0,3916,5,2,120,1
25,31.9,84.5,1006.3,343.1,3813,5,1,120,1
25,29.8,77.4,1005.1,302.7,4566,5,1,120,1
26,28.1,77.1,1003.5,232.2,4081,5,2,120,1
26,29.8,77.9,1008.5,341.5,3834,5,2,120,1
30,29.5,76.2,1005.7,380.6,3408,5,1,120,1
30,27.6,72.9,1005.5,346.4,3592,5,1,120,1
31,28.3,77.7,1003.5,327.1,4175,5,2,120,1
31,29.4,78.9,1003.5,406.9,3575,5,2,120,1
35,28.6,84.4,1006.6,302.8,4779,5,1,120,1
35,29.6,76.8,1009.5,361.3,4072,5,1,120,1
36,30.7,81.0,1006.5,311.9,2914,5,2,120,1
40,28.9,79.2,1006.0,354.2,3630,5,1,120,1
41,29.3,77.2,1006.6,240.4,3339,5,2,120,1
45,29.2,79.8,1005.7,386.3,3421,5,1,120,1
46,28.8,74.9,1006.8,400.1,3221,5,2,120,1
50,26.9,77.4,1003.5,260.8,3534,5,1,120,1
22,30.8,81.7,1004.8,340.5,3882,5,2,126,1
22,29.7,83.3,1005.8,357.4,3007,5,2,126,1
27,29.1,80.1,1003.5,285.8,3444,5,2,126,1
27,32.4,79.2,1003.5,284.5,3863,5,2,126,1
32,29.3,79.4,1003.6,255.2,4084,5,2,126,1
32,30.2,81.5,1004.5,348.2,3680,5,2,126,1
37,30.4,78.9,1004.6,315.3,3528,5,2,126,1
42,28.9,74.9,1003.5,277.6,4294,5,2,126,1
47,29.6,74.7,1004.6,382.3,3299,5,2,126,1
23,30.1,83.0,1004.6,257.5,3668,5,2,132,1
23,30.8,84.3,1004.2,249.6,3815,5,2,132,1
28,29.5,86.3,1005.9,337.8,4083,5,2,132,1
28,30.6,85.4,1003.5,407.5,4281,5,2,132,1
33,31.2,82.3,1007.6,405.8,3507,5,2,132,1
38,27.5,88.3,1003.5,238.7,3939,5,2,132,1
43,31.0,80.5,1006.5,263.4,3980,5,2,132,1
48,29.0,74.1,1006.1,342.0,2982,5,2,132,1
24,27.9,79.0,1004.2,369.0,3637,5,2,138,1
24,29.0,79.6,1004.7,224.0,3817,5,2,138,1
29,31.5,78.0,1003.5,351.0,4240,5,2,138,1
29,30.2,76.7,1005.1,315.1,3733,5,2,138,1
34,31.9,75.9,1003.5,298.4,4040,5,2,138,1
39,29.5,83.7,1008.1,291.0,2963,5,2,138,1
44,31.3,84.6,1006.7,402.9,3946,5,2,138,1
49,28.8,80.0,1004.8,295.5,3870,5,2,138,1
21,29.3,81.0,1003.5,315.0,3889,6,3,144,1
25,29.0,78.2,1003.9,253.1,4045,6,2,144,1
25,30.7,85.6,1004.2,291.9,4472,6,2,144,1
25,29.9,81.4,1005.2,198.6,4092,6,3,144,1
29,30.1,79.9,1008.5,322.3,2393,6,3,144,1
30,29.9,83.2,1005.6,376.3,3124,6,2,144,1
30,28.0,76.4,1003.5,364.3,3853,6,2,144,1
33,31.3,83.3,1003.5,330.4,3122,6,3,144,1
35,27.9,85.3,1006.8,342.1,3695,6,2,144,1
37,29.7,78.6,1007.4,349.3,4744,6,3,144,1
40,30.4,87.0,1004.5,293.5,4470,6,2,144,1
41,26.9,82.7,1004.9,192.7,3049,6,3,144,1
45,31.6,74.3,1007.1,330.7,3421,6,2,144,1
50,28.2,88.3,1004.2,242.7,3670,6,2,144,1
22,30.5,85.3,1004.1,322.5,3410,6,3,150,1
26,26.9,79.1,1005.1,248.1,3546,6,3,150,1
30,27.9,77.1,1004.9,324.3,3345,6,3,150,1
34,29.3,80.5,1003.9,209.8,3078,6,3,150,1
38,27.9,88.3,1006.9,204.5,4060,6,3,150,1
42,30.6,76.0,1004.9,241.5,4381,6,3,150,1
23,26.9,82.3,1006.4,274.8,3417,6,3,156,1
27,30.5,88.3,1003.8,376.0,3090,6,3,156,1
31,27.4,85.3,1006.1,316.8,4114,6,3,156,1
35,27.3,85.6,1009.0,330.5,3600,6,3,156,1
39,26.9,76.1,1008.1,361.0,3481,6,3,156,1
21,30.4,77.6,1004.7,206.9,3629,6,4,162,1
24,29.8,74.2,1003.5,340.7,3504,6,3,162,1
25,31.4,78.8,1004.7,281.0,3284,6,4,162,1
28,27.5,88.3,1007.3,301.9,3864,6,3,162,1
29,29.2,74.5,1005.8,302.3,4390,6,4,162,1
32,29.9,84.7,1005.0,319.2,3373,6,3,162,1
33,29.1,84.0,1006.4,327.1,4285,6,4,162,1
36,30.1,81.4,1006.8,276.9,3673,6,3,162,1
37,30.8,77.1,1004.5,265.0,3181,6,4,162,1
40,28.3,88.3,1007.1,321.0,4265,6,3,162,1
41,27.0,82.1,1005.5,260.3,3927,6,4,162,1
45,30.6,82.6,1007.4,328.1,3161,6,4,162,1
22,31.4,82.6,1005.4,117.2,4142,7,4,168,1
26,29.1,79.7,1003.5,404.1,3704,7,4,168,1
30,29.5,70.6,1004.4,322.1,3686,7,4,168,1
34,31.3,75.1,1006.2,206.3,4667,7,4,168,1
38,28.1,77.7,1004.4,274.6,3678,7,4,168,1
42,30.6,72.9,1005.9,315.8,4787,7,4,168,1
46,30.7,75.9,1009.8,363.2,4462,7,4,168,1
23,28.9,87.3,1003.5,270.4,4312,7,4,174,1
27,31.2,77.5,1006.3,371.8,4363,7,4,174,1
31,31.3,76.5,1003.5,368.3,3497,7,4,174,1
35,31.1,79.1,1006.6,358.6,3797,7,4,174,1
39,28.3,77.2,1004.9,214.9,3107,7,4,174,1
43,30.3,83.0,1005.2,158.2,4408,7,4,174,1
47,28.8,74.7,1006.8,279.3,3150,7,4,174,1
21,30.2,75.5,1005.9,330.8,3880,7,5,180,1
21,29.8,75.8,1005.5,149.1,3738,7,5,180,1
24,29.2,80.5,1004.8,400.8,3986,7,4,180,1
26,27.7,76.2,1004.3,491.4,3884,7,5,180,1
28,31.7,86.7,1006.2,267.7,4567,7,4,180,1
31,32.6,77.1,1004.3,287.3,4730,7,5,180,1
32,32.2,78.0,1004.1,324.7,4919,7,4,180,1
36,29.7,81.6,1007.1,242.1,3769,7,4,180,1
36,28.7,79.4,1006.6,247.3,3718,7,5,180,1
40,30.6,78.8,1005.6,312.1,5094,7,4,180,1
41,31.0,79.6,1008.0,312.8,3066,7,5,180,1
44,30.9,75.0,1007.3,284.0,4174,7,4,180,1
46,31.6,75.0,1009.8,306.9,4024,7,5,180,1
22,31.2,82.2,1004.8,303.3,2705,7,5,186,1
22,28.3,87.3,1006.3,245.8,3998,7,5,186,1
27,30.2,84.9,1006.2,358.2,3452,7,5,186,1
32,28.6,75.9,1006.1,359.6,3390,7,5,186,1
37,29.9,79.3,1006.3,384.2,3904,7,5,186,1
42,29.3,72.3,1005.3,269.4,4203,7,5,186,1
47,30.4,75.3,1006.1,302.1,3792,7,5,186,1
23,29.4,77.4,1003.5,163.1,3809,8,5,192,1
28,31.8,80.0,1007.2,395.5,3827,8,5,192,1
33,32.4,85.3,1006.2,341.1,3431,8,5,192,1
38,30.3,87.9,1004.1,306.8,4449,8,5,192,1
43,32.3,79.2,1009.8,251.5,4521,8,5,192,1
48,29.2,76.5,1003.7,292.9,3614,8,5,192,1
24,28.0,80.4,1006.2,235.4,3319,8,5,198,1
29,30.5,78.0,1006.5,216.0,3748,8,5,198,1
34,30.6,76.7,1003.5,301.4,3938,8,5,198,1
39,28.0,80.5,1006.6,313.5,3890,8,5,198,1
44,31.3,83.3,1006.1,354.4,4443,8,5,198,1
49,29.4,76.5,1004.3,338.1,4541,8,5,198,1
21,32.7,77.5,1009.8,227.3,4501,8,6,204,1
21,28.8,73.3,1007.3,208.1,5023,8,6,204,1
21,31.1,77.3,1006.0,144.0,4663,8,6,204,1
21,30.9,82.5,1005.1,236.7,4569,8,6,204,1
21,31.5,77.9,1005.8,277.3,4608,8,6,204,1
25,31.6,79.1,1005.4,242.2,4135,8,5,204,1
30,28.3,73.8,1004.7,377.4,4555,8,5,204,1
35,27.4,78.2,1006.3,249.4,3873,8,5,204,1
36,29.9,88.3,1008.3,136.5,3823,8,6,204,1
36,27.7,82.5,1009.3,297.7,4221,8,6,204,1
36,29.2,82.7,1008.9,208.6,3521,8,6,204,1
36,28.4,86.8,1009.1,215.5,3321,8,6,204,1
36,31.3,85.4,1009.8,127.5,4471,8,6,204,1
40,29.0,88.2,1005.1,336.5,4595,8,5,204,1
45,29.8,79.7,1007.9,276.1,3224,8,5,204,1
50,27.8,78.9,1008.5,285.5,3763,8,5,204,1
22,28.9,84.7,1006.7,110.5,4423,8,6,210,1
22,29.7,88.3,1007.1,200.6,4355,8,6,210,1
22,31.5,86.8,1009.1,232.2,3992,8,6,210,1
22,29.0,88.3,1007.7,272.7,5094,8,6,210,1
22,29.5,86.8,1006.6,282.5,4584,8,6,210,1
37,30.5,77.3,1009.1,254.9,4135,8,6,210,1
37,28.5,74.6,1009.1,206.1,5094,8,6,210,1
37,30.7,78.4,1009.8,327.9,4279,8,6,210,1
37,31.3,87.8,1009.8,304.7,4708,8,6,210,1
37,29.4,83.4,1007.9,250.0,3585,8,6,210,1
23,28.7,85.2,1006.5,369.8,3810,9,6,216,1
23,28.0,84.3,1004.0,242.1,4586,9,6,216,1
23,32.0,88.3,1007.4,159.1,3832,9,6,216,1
23,28.4,82.2,1009.3,133.0,4589,9,6,216,1
23,29.4,85.4,1007.1,261.3,3492,9,6,216,1
38,29.1,88.3,1009.0,177.8,3531,9,6,216,1
38,31.6,88.3,1009.3,187.6,4708,9,6,216,1
38,29.1,86.6,1007.8,364.5,3773,9,6,216,1
38,28.3,88.1,1006.8,200.8,3551,9,6,216,1
38,29.1,82.2,1006.6,198.9,4140,9,6,216,1
24,28.8,83.7,1009.8,211.4,4993,9,6,222,1
24,30.0,81.8,1006.9,216.5,4875,9,6,222,1
24,30.2,80.4,1009.5,283.7,4366,9,6,222,1
24,29.9,84.7,1009.4,215.7,4607,9,6,222,1
24,28.5,81.1,1008.1,213.7,4449,9,6,222,1
39,29.3,88.3,1009.8,291.3,4419,9,6,222,1
39,28.8,84.7,1009.8,261.7,5094,9,6,222,1
39,28.8,88.0,1008.8,192.6,3606,9,6,222,1
39,29.4,83.3,1009.8,237.3,3997,9,6,222,1
39,29.9,79.8,1009.8,245.0,4068,9,6,222,1
25,29.4,88.3,1008.1,323.2,5094,9,6,228,1
25,31.0,83.0,1008.7,223.0,5094,9,6,228,1
25,31.7,86.2,1006.9,158.2,5003,9,6,228,1
25,31.4,81.4,1007.0,171.6,4223,9,6,228,1
25,29.4,85.8,1008.2,203.7,4367,9,6,228,1
40,28.0,87.3,1009.4,321.8,4461,9,6,228,1
40,27.6,85.5,1007.2,328.4,4460,9,6,228,1
40,30.7,88.3,1009.3,199.1,4909,9,6,228,1
40,30.3,83.4,1008.2,252.5,5017,9,6,228,1
40,28.5,87.2,1009.8,261.6,5064,9,6,228,1
26,28.6,88.3,1005.6,252.5,5094,9,6,234,1
26,30.5,81.7,1006.6,367.9,4483,9,6,234,1
26,28.1,82.8,1008.4,267.3,4177,9,6,234,1
26,30.5,79.1,1006.9,212.7,4351,9,6,234,1
26,29.1,84.5,1008.1,322.7,4492,9,6,234,1
41,28.5,86.5,1009.8,294.0,4617,9,6,234,1
41,29.2,81.2,1008.9,365.0,5063,9,6,234,1
41,28.8,84.1,1007.0,235.6,3934,9,6,234,1
41,28.4,86.2,1009.8,110.5,3909,9,6,234,1
27,29.6,83.1,1008.8,307.2,4567,10,6,240,1
27,29.5,81.1,1007.3,262.3,4738,10,6,240,1
27,28.5,81.4,1006.2,283.8,4194,10,6,240,1
27,32.1,88.0,1006.2,227.9,4679,10,6,240,1
27,28.6,83.7,1008.4,353.9,4904,10,6,240,1
42,30.5,76.8,1006.7,225.3,5094,10,6,240,1
42,28.0,81.7,1009.5,203.2,4242,10,6,240,1
42,30.1,80.6,1007.8,278.9,4709,10,6,240,1
42,30.2,83.9,1009.2,302.5,4639,10,6,240,1
28,29.0,86.8,1009.8,353.9,4660,10,6,246,1
28,30.8,88.3,1009.1,316.9,5094,10,6,246,1
28,28.8,88.3,1009.0,273.8,4764,10,6,246,1
28,29.3,84.2,1007.6,198.0,4555,10,6,246,1
28,30.3,83.1,1009.0,256.8,4403,10,6,246,1
43,31.0,83.6,1006.2,122.5,5094,10,6,246,1
43,31.3,82.0,1009.3,194.2,5094,10,6,246,1
43,31.2,83.1,1009.8,149.8,4558,10,6,246,1
43,30.7,79.9,1007.8,157.2,4469,10,6,246,1
29,28.8,80.0,1006.8,286.5,3460,10,6,252,1
29,31.2,85.5,1005.4,173.1,3876,10,6,252,1
29,31.3,74.3,1008.7,114.4,3856,10,6,252,1
29,29.8,83.9,1007.6,160.9,4526,10,6,252,1
29,28.8,81.5,1007.6,258.2,3556,10,6,252,1
44,30.6,77.3,1009.8,260.1,5094,10,6,252,1
44,29.6,80.2,1009.7,286.1,3637,10,6,252,1
44,31.6,82.4,1009.8,286.9,4058,10,6,252,1
44,30.4,79.6,1009.0,145.9,4450,10,6,252,1
30,29.7,76.6,1009.7,291.0,4484,10,6,258,1
30,26.9,80.6,1009.8,219.1,4473,10,6,258,1
30,30.2,82.7,1008.8,258.6,5021,10,6,258,1
30,30.5,77.7,1005.3,222.2,3777,10,6,258,1
30,27.8,88.3,1006.5,264.4,4582,10,6,258,1
45,31.7,85.0,1009.1,250.8,4120,10,6,258,1
45,31.8,78.7,1009.3,221.1,3848,10,6,258,1
45,31.3,82.9,1009.8,340.0,4658,10,6,258,1
45,30.5,85.4,1008.6,210.1,4608,10,6,258,1
31,29.9,80.0,1008.8,275.9,4884,11,6,264,1
31,28.4,79.5,1008.2,212.9,5083,11,6,264,1
31,27.7,80.1,1007.9,390.6,5017,11,6,264,1
31,31.2,76.3,1007.3,359.7,4947,11,6,264,1
31,28.3,87.2,1007.7,286.9,5094,11,6,264,1
46,27.7,82.9,1009.8,121.4,4379,11,6,264,1
46,30.5,71.4,1008.7,223.2,5059,11,6,264,1
46,31.8,74.2,1009.0,258.2,4485,11,6,264,1
46,29.1,86.6,1007.7,259.3,4158,11,6,264,1
32,30.0,72.2,1008.4,284.8,5047,11,6,270,1
32,27.9,82.0,1008.5,283.2,4737,11,6,270,1
32,31.1,78.2,1009.8,227.3,3941,11,6,270,1
32,29.4,78.1,1008.9,188.1,5067,11,6,270,1
32,29.1,79.2,1008.7,125.8,4518,11,6,270,1
47,28.3,83.4,1009.6,361.5,3501,11,6,270,1
47,30.9,82.7,1009.8,157.3,4291,11,6,270,1
47,29.6,78.7,1009.8,333.9,4403,11,6,270,1
47,28.4,77.2,1008.9,322.8,3703,11,6,270,1
33,31.0,84.2,1008.2,288.1,4932,11,6,276,1
33,28.6,76.1,1007.2,225.8,4587,11,6,276,1
33,32.8,79.6,1007.4,240.6,4231,11,6,276,1
33,30.7,79.9,1009.8,310.5,4570,11,6,276,1
33,31.4,85.3,1009.7,301.1,4824,11,6,276,1
48,28.5,83.8,1008.3,203.4,4006,11,6,276,1
48,28.1,78.7,1009.6,266.8,4862,11,6,276,1
48,28.6,82.0,1009.8,281.0,4257,11,6,276,1
48,30.3,75.0,1008.7,334.2,4451,11,6,276,1
